id,pkg,github,split,file,qualname,rule_first,ver_first,ver_last,n_versions_observed,label,days_span,fixed_ver_before,fixed_ver_after,signals_added,attribution_status,attributed_pr,attributed_commit_url,commits_in_window
pydantic-ai-slim:2.13.0:_tool_execution.py:_ToolCallProcessor._call_tools:06d6754832c3bba4,pydantic-ai-slim,pydantic/pydantic-ai,train,_tool_execution.py,_ToolCallProcessor._call_tools,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:_tool_manager.py:ToolManager.get_tool_def:3ef759a2ee7ba380,pydantic-ai-slim,pydantic/pydantic-ai,train,_tool_manager.py,ToolManager.get_tool_def,silent-fallback,0.4.11,1.92.0,5,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:_utils.py:PeekableAsyncStream.peek:0b8c255184797556,pydantic-ai-slim,pydantic/pydantic-ai,train,_utils.py,PeekableAsyncStream.peek,silent-fallback,0.0.40,1.1.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:_utils.py:sync_async_iterator:52e4874ac12b5fc0,pydantic-ai-slim,pydantic/pydantic-ai,train,_utils.py,sync_async_iterator,,1.29.0,1.92.0,3,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:ag_ui.py:handle_ag_ui_request:5dfcab9f9a7a23a4,pydantic-ai-slim,pydantic/pydantic-ai,train,ag_ui.py,handle_ag_ui_request,,0.4.11,1.1.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.6:agent.py:Agent._handle_model_response:1297561a232bc9d2,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent._handle_model_response,,0.0.6,0.0.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.6:agent.py:Agent._handle_model_response:c8f89232c458f771,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent._handle_model_response,,0.0.6,0.0.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.6:agent.py:Agent._handle_streamed_model_response:e3bd0dd055fa100e,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent._handle_streamed_model_response,,0.0.6,0.0.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.2.6:agent.py:Agent.iter:51cd108b98d27e9f,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent.iter,,0.2.6,0.2.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.2.6:agent.py:Agent.iter:58967dcb5703cb49,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent.iter,,0.2.6,0.4.11,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:agent.py:Agent.iter:3ef88af1ae610aff,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent.iter,,0.4.11,0.4.11,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.2.6:agent.py:Agent.run_mcp_servers:74e0df69e0873f94,pydantic-ai-slim,pydantic/pydantic-ai,train,agent.py,Agent.run_mcp_servers,,0.2.6,0.2.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:agent/__init__.py:Agent.iter:d8f1f7611ef4860c,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.1.0,1.29.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:agent/__init__.py:Agent.iter:f28b1dfa8eed5a59,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.1.0,1.1.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:agent/__init__.py:Agent.iter:9ebdfd37d9c70bac,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.29.0,1.29.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:agent/__init__.py:Agent.iter:9bde3351164cc9e9,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:agent/__init__.py:Agent.iter:b35e2234b7b2b489,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:agent/__init__.py:Agent.iter:47d888673918d269,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:agent/__init__.py:Agent.iter:9a2c6353391a3d47,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,,1.92.0,2.13.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:agent/__init__.py:Agent.iter:c850ffb6b43421b0,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:agent/__init__.py:Agent.iter:fdb2b6101a60da19,pydantic-ai-slim,pydantic/pydantic-ai,train,agent/__init__.py,Agent.iter,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:capabilities/combined.py:CombinedCapability.on_model_request_error:980f7cf56c84e758,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/combined.py,CombinedCapability.on_model_request_error,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:capabilities/combined.py:CombinedCapability.on_node_run_error:2125ce4a196d9164,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/combined.py,CombinedCapability.on_node_run_error,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:capabilities/combined.py:CombinedCapability.on_output_process_error:f4ed8a2dfcec5e5b,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/combined.py,CombinedCapability.on_output_process_error,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:capabilities/combined.py:CombinedCapability.on_run_error:ea7385040f5fba71,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/combined.py,CombinedCapability.on_run_error,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:capabilities/combined.py:CombinedCapability.on_tool_execute_error:d6301529db1a5ae2,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/combined.py,CombinedCapability.on_tool_execute_error,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:capabilities/instrumentation.py:Instrumentation._run_tool_span:14025492cb05819b,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/instrumentation.py,Instrumentation._run_tool_span,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:capabilities/instrumentation.py:Instrumentation.wrap_run:2faed5a396a3e555,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/instrumentation.py,Instrumentation.wrap_run,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:capabilities/mcp.py:<module>:de2a44e9f92b89bb,pydantic-ai-slim,pydantic/pydantic-ai,train,capabilities/mcp.py,<module>,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:common_tools/duckduckgo.py:<module>:a0ea01f2f28cf481,pydantic-ai-slim,pydantic/pydantic-ai,train,common_tools/duckduckgo.py,<module>,,0.4.11,1.1.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:direct.py:StreamedResponseSync._async_producer._consume_async_stream:09d5709962366912,pydantic-ai-slim,pydantic/pydantic-ai,train,direct.py,StreamedResponseSync._async_producer._consume_async_stream,,0.4.11,1.92.0,5,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:durable_exec/dbos/_agent.py:DBOSAgent.__init__.dbosify_toolset:6769f2f89defe04f,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/dbos/_agent.py,DBOSAgent.__init__.dbosify_toolset,no-action,1.1.0,1.92.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:durable_exec/dbos/_agent.py:DBOSAgent.__init__.dbosify_toolset:e5234f331ae446ab,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/dbos/_agent.py,DBOSAgent.__init__.dbosify_toolset,no-action,1.29.0,1.92.0,3,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:durable_exec/dbos/_agent.py:DBOSAgent.__init__.dbosify_toolset:0e47cda45aff0a09,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/dbos/_agent.py,DBOSAgent.__init__.dbosify_toolset,no-action,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:durable_exec/dbos/_mcp.py:DBOSMCPToolset.get_instructions:0d10db6bbc6bffe1,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/dbos/_mcp.py,DBOSMCPToolset.get_instructions,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:durable_exec/dbos/_mcp.py:DBOSMCPToolset.get_instructions:9642d0a494618699,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/dbos/_mcp.py,DBOSMCPToolset.get_instructions,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:durable_exec/prefect/_agent.py:PrefectAgent.run.wrapped_run_flow:8f235ae6814921a5,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run.wrapped_run_flow,,1.1.0,1.1.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:durable_exec/prefect/_agent.py:PrefectAgent.run.wrapped_run_flow:4507747c2dac781d,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run.wrapped_run_flow,,1.29.0,1.29.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:durable_exec/prefect/_agent.py:PrefectAgent.run.wrapped_run_flow:99dbcf6b325de28b,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run.wrapped_run_flow,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:durable_exec/prefect/_agent.py:PrefectAgent.run.wrapped_run_flow:c6b4df6b6ca70aa6,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run.wrapped_run_flow,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:durable_exec/prefect/_agent.py:PrefectAgent.run.wrapped_run_flow:05472a59edfa0611,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run.wrapped_run_flow,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:durable_exec/prefect/_agent.py:PrefectAgent.run_sync.wrapped_run_sync_flow:fb004e87d7d0127b,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run_sync.wrapped_run_sync_flow,,1.1.0,1.1.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:durable_exec/prefect/_agent.py:PrefectAgent.run_sync.wrapped_run_sync_flow:cb688e6f4c30302c,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run_sync.wrapped_run_sync_flow,,1.29.0,1.29.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:durable_exec/prefect/_agent.py:PrefectAgent.run_sync.wrapped_run_sync_flow:542716c7da4c4c6e,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run_sync.wrapped_run_sync_flow,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:durable_exec/prefect/_agent.py:PrefectAgent.run_sync.wrapped_run_sync_flow:0605be308f1f4a2a,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run_sync.wrapped_run_sync_flow,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:durable_exec/prefect/_agent.py:PrefectAgent.run_sync.wrapped_run_sync_flow:7c37c4ce22726b3a,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_agent.py,PrefectAgent.run_sync.wrapped_run_sync_flow,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:durable_exec/prefect/_toolset.py:prefectify_toolset:1518ebe12d540247,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_toolset.py,prefectify_toolset,no-action,1.1.0,1.92.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:durable_exec/prefect/_toolset.py:prefectify_toolset:e33c11c9eeaff226,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/prefect/_toolset.py,prefectify_toolset,no-action,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:durable_exec/temporal/_function_toolset.py:TemporalFunctionToolset.__init__.call_tool_activity:948b90372f14eaad,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_function_toolset.py,TemporalFunctionToolset.__init__.call_tool_activity,,1.1.0,1.1.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:durable_exec/temporal/_mcp.py:TemporalMCPToolset.get_instructions:0d10db6bbc6bffe1,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_mcp.py,TemporalMCPToolset.get_instructions,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:durable_exec/temporal/_mcp.py:TemporalMCPToolset.get_instructions:9642d0a494618699,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_mcp.py,TemporalMCPToolset.get_instructions,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:durable_exec/temporal/_mcp.py:TemporalMCPToolsetBase.get_instructions:85930d5cec10e68b,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_mcp.py,TemporalMCPToolsetBase.get_instructions,no-action,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:durable_exec/temporal/_toolset.py:TemporalWrapperToolset._wrap_call_tool_result:c91c707ca65934c5,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_toolset.py,TemporalWrapperToolset._wrap_call_tool_result,,1.29.0,2.13.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:durable_exec/temporal/_toolset.py:temporalize_toolset:0183faf9ac4cfef0,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_toolset.py,temporalize_toolset,no-action,1.1.0,1.92.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:durable_exec/temporal/_toolset.py:temporalize_toolset:0df4b2986c4363db,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_toolset.py,temporalize_toolset,no-action,1.29.0,1.92.0,3,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:durable_exec/temporal/_toolset.py:temporalize_toolset:42e10dd354500738,pydantic-ai-slim,pydantic/pydantic-ai,train,durable_exec/temporal/_toolset.py,temporalize_toolset,no-action,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:embeddings/instrumented.py:InstrumentedEmbeddingModel._instrument:36e8533cdcbca449,pydantic-ai-slim,pydantic/pydantic-ai,train,embeddings/instrumented.py,InstrumentedEmbeddingModel._instrument,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:embeddings/instrumented.py:InstrumentedEmbeddingModel.model_attributes:861a3be46b9cee0d,pydantic-ai-slim,pydantic/pydantic-ai,train,embeddings/instrumented.py,InstrumentedEmbeddingModel.model_attributes,,1.62.0,2.13.0,3,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:mcp.py:MCPServer.__aexit__:cd929e3262fc1e0d,pydantic-ai-slim,pydantic/pydantic-ai,train,mcp.py,MCPServer.__aexit__,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.2.6:mcp.py:MCPServer._map_tool_result_part:1572917c891ef492,pydantic-ai-slim,pydantic/pydantic-ai,train,mcp.py,MCPServer._map_tool_result_part,no-action,0.2.6,0.2.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:mcp.py:MCPServer._session_runner:ef963c39e5871881,pydantic-ai-slim,pydantic/pydantic-ai,train,mcp.py,MCPServer._session_runner,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:mcp.py:MCPServer.get_instructions:69664925ac02a476,pydantic-ai-slim,pydantic/pydantic-ai,train,mcp.py,MCPServer.get_instructions,silent-fallback,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:mcp.py:MCPServerStreamableHTTP.client_streams:38d61b311adc1715,pydantic-ai-slim,pydantic/pydantic-ai,train,mcp.py,MCPServerStreamableHTTP.client_streams,,1.62.0,1.92.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:mcp.py:_MCPSessionState.force_close:c7f731decb2fb1ad,pydantic-ai-slim,pydantic/pydantic-ai,train,mcp.py,_MCPSessionState.force_close,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:messages.py:ModelResponse.cost:0ee61a3a1b6362c2,pydantic-ai-slim,pydantic/pydantic-ai,train,messages.py,ModelResponse.cost,no-action,1.62.0,2.13.0,3,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.6:models/__init__.py:override_allow_model_requests:f12e1e8f455f823f,pydantic-ai-slim,pydantic/pydantic-ai,train,models/__init__.py,override_allow_model_requests,,0.0.6,0.0.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:models/anthropic.py:AnthropicStreamedResponse._get_event_iterator:7b37f208b86c106a,pydantic-ai-slim,pydantic/pydantic-ai,train,models/anthropic.py,AnthropicStreamedResponse._get_event_iterator,,0.0.40,0.2.6,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:models/gemini.py:_ensure_decodeable:6fb9a18b33f68f94,pydantic-ai-slim,pydantic/pydantic-ai,train,models/gemini.py,_ensure_decodeable,,0.0.40,1.92.0,7,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:models/groq.py:GroqModel.request:df6556bb2f5a2c13,pydantic-ai-slim,pydantic/pydantic-ai,train,models/groq.py,GroqModel.request,no-action,1.1.0,1.29.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:models/groq.py:GroqStreamedResponse._get_event_iterator:b9b0236780183c88,pydantic-ai-slim,pydantic/pydantic-ai,train,models/groq.py,GroqStreamedResponse._get_event_iterator,,1.1.0,1.29.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:models/huggingface.py:HuggingFaceStreamedResponse._get_event_iterator:39591e9a30bb7b66,pydantic-ai-slim,pydantic/pydantic-ai,train,models/huggingface.py,HuggingFaceStreamedResponse._get_event_iterator,,0.4.11,1.62.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:models/instrumented.py:InstrumentedModel._instrument:a036023d052301af,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel._instrument,,0.4.11,0.4.11,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:models/instrumented.py:InstrumentedModel._instrument:6f23b0a78eef5b87,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel._instrument,no-action,1.1.0,1.1.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:models/instrumented.py:InstrumentedModel._instrument:373f4e55b638a1ff,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel._instrument,no-action,1.29.0,1.29.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:models/instrumented.py:InstrumentedModel._instrument:6d9ff325dfe0f413,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel._instrument,no-action,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:models/instrumented.py:InstrumentedModel._instrument:ae68cd105bf0974c,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel._instrument,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:models/instrumented.py:InstrumentedModel.model_attributes:861a3be46b9cee0d,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel.model_attributes,,0.0.40,2.13.0,8,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:models/instrumented.py:InstrumentedModel.request_stream:430d489eee6f9840,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel.request_stream,,0.0.40,0.4.11,3,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:models/instrumented.py:InstrumentedModel.request_stream:4ef165c0faffe0fa,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel.request_stream,,1.1.0,1.92.0,4,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:models/instrumented.py:InstrumentedModel.request_stream:3f99f7b94b7cf6eb,pydantic-ai-slim,pydantic/pydantic-ai,train,models/instrumented.py,InstrumentedModel.request_stream,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:models/openai.py:<module>:8659fe8f6e7261e2,pydantic-ai-slim,pydantic/pydantic-ai,train,models/openai.py,<module>,,1.29.0,1.29.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:result.py:AgentEventStream._standalone_iterator:fe138d763f95fee5,pydantic-ai-slim,pydantic/pydantic-ai,train,result.py,AgentEventStream._standalone_iterator,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:result.py:AgentStream.stream_output:3955a70ba15f38c1,pydantic-ai-slim,pydantic/pydantic-ai,train,result.py,AgentStream.stream_output,no-action,0.4.11,0.4.11,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:retries.py:wait_retry_after.wait_func:40602a1699e9d2de,pydantic-ai-slim,pydantic/pydantic-ai,train,retries.py,wait_retry_after.wait_func,no-action,0.4.11,2.13.0,6,VANISHED,,,,,,,,
pydantic-ai-slim:0.4.11:retries.py:wait_retry_after.wait_func:b1e1d9fc18d7f335,pydantic-ai-slim,pydantic/pydantic-ai,train,retries.py,wait_retry_after.wait_func,no-action,0.4.11,1.92.0,5,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:retries.py:wait_retry_after.wait_func:48f8e2fe53558d58,pydantic-ai-slim,pydantic/pydantic-ai,train,retries.py,wait_retry_after.wait_func,no-action,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:run.py:AgentRun._wrap_and_advance:aed93f2b87c96256,pydantic-ai-slim,pydantic/pydantic-ai,train,run.py,AgentRun._wrap_and_advance,,1.92.0,2.13.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:tool_manager.py:ToolManager._execute_function_tool_call:a92570ff3aad77c8,pydantic-ai-slim,pydantic/pydantic-ai,train,tool_manager.py,ToolManager._execute_function_tool_call,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:tool_manager.py:ToolManager.handle_call:611a467e4e117bde,pydantic-ai-slim,pydantic/pydantic-ai,train,tool_manager.py,ToolManager.handle_call,,1.92.0,2.13.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.2.6:tools.py:Tool._run:8053074b9f70a664,pydantic-ai-slim,pydantic/pydantic-ai,train,tools.py,Tool._run,,0.2.6,0.2.6,1,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:tools.py:Tool.run:01a27b8a68d44e8f,pydantic-ai-slim,pydantic/pydantic-ai,train,tools.py,Tool.run,,0.0.40,0.2.6,2,VANISHED,,,,,,,,
pydantic-ai-slim:0.0.40:tools.py:Tool.run:360fda1d93353faf,pydantic-ai-slim,pydantic/pydantic-ai,train,tools.py,Tool.run,,0.0.40,0.0.40,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.1.0:toolsets/_dynamic.py:DynamicToolset.__aexit__:3ea976d23be88c69,pydantic-ai-slim,pydantic/pydantic-ai,train,toolsets/_dynamic.py,DynamicToolset.__aexit__,,1.1.0,1.29.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:toolsets/_dynamic.py:DynamicToolset.__aexit__:1d6d410b3b127858,pydantic-ai-slim,pydantic/pydantic-ai,train,toolsets/_dynamic.py,DynamicToolset.__aexit__,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:toolsets/_tool_search.py:_collect_legacy:5ae21bf9744afc87,pydantic-ai-slim,pydantic/pydantic-ai,train,toolsets/_tool_search.py,_collect_legacy,silent-fallback,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:toolsets/fastmcp.py:FastMCPToolset.get_instructions:b484ed143566866f,pydantic-ai-slim,pydantic/pydantic-ai,train,toolsets/fastmcp.py,FastMCPToolset.get_instructions,silent-fallback,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:ui/_adapter.py:UIAdapter.dispatch_request:501fa3c2c38d7558,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/_adapter.py,UIAdapter.dispatch_request,,1.29.0,1.29.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.62.0:ui/_adapter.py:UIAdapter.dispatch_request:2dc52bd053730b70,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/_adapter.py,UIAdapter.dispatch_request,,1.62.0,1.62.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:ui/_adapter.py:UIAdapter.dispatch_request:d246573ed1d71cfd,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/_adapter.py,UIAdapter.dispatch_request,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:ui/_event_stream.py:UIEventStream.transform_stream:2fbc3ad4b834c1ba,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/_event_stream.py,UIEventStream.transform_stream,name-shadowing,1.29.0,1.62.0,2,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:ui/_event_stream.py:UIEventStream.transform_stream:dc21a0514f6406da,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/_event_stream.py,UIEventStream.transform_stream,,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:2.13.0:ui/_event_stream.py:UIEventStream.transform_stream:5bf6e632d9900041,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/_event_stream.py,UIEventStream.transform_stream,,2.13.0,2.13.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.92.0:ui/ag_ui/_adapter.py:AGUIAdapter.load_messages:f58e041494b7d940,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/ag_ui/_adapter.py,AGUIAdapter.load_messages,no-action,1.92.0,1.92.0,1,VANISHED,,,,,,,,
pydantic-ai-slim:1.29.0:ui/vercel_ai/_adapter.py:VercelAIAdapter.load_messages:e64eee973df11b8d,pydantic-ai-slim,pydantic/pydantic-ai,train,ui/vercel_ai/_adapter.py,VercelAIAdapter.load_messages,no-action,1.29.0,1.62.0,2,VANISHED,,,,,,,,
